id,addr,pow_earn,referee_pos_earn,pos_earn,additional,earn_num,balance_eth,stake_num,total
111,0x568816dd31ce94dfe0c73e3713bb0898b5e0ee5d,674.18653475,4572.41989904,2218.91027261,0,7465.5167064,0.6418856369172206,3000.0,10466.15859203988
112,0x8f9231784277e16d6681079b7ba7b8a0f6735494,731.40556221,0,978.18026295,0,1709.58582516,268.1487583871898,1200.0,3177.734583542981
113,0x65a7dc05faa550d8fd30bcb8aa83262264ff2e49,6.26181467,0,0,0,6.26181467,0.2598101650033556,0.0,6.521624838853356
114,0x50e9b0845838de3560b7e45e1536854053642ddc,98.25064015,1098.67322647,36.13469446,0,1233.05856107,0.46639616230204306,600.0,1833.5249572308314
115,0x39b2c0e6e3628511d45c24fee9c16dccca689dc9,164.32422196,0,799.00519543,0,963.32941738,0.29908813156895114,7800.0,8763.6285055154
116,0xd2a52b3fe4e65f5b3241c334f627a43b0c03ac87,4.77831299,0,174.39253313,0,179.17084613,0.3510168696261947,60000.0,60179.52186299569
117,0x9d02f9f981eccf11faeb688e813c669431e8476e,36.63058169,0,0,0,36.63058169,0.5302492394686098,0.0,37.16083092701861
118,0xd8c65725e2a573bcb3cf92ef08b732b68cf849b4,731.40556221,0,978.18026295,0,1709.58582516,267.69913299121527,1200.0,3177.2849581470064
119,0xd6bb3d0698c445e82137c49fc827442841d6c662,99.60075052,0,732.72579642,0,832.32654694,7.510259638414162,12000.0,12839.836806578485
120,0x0610155b799d5bcbe8e435063ae8f40682d7c989,29.62038531,67.16777541,1082.96416562,0,1179.75232634,0.12841746935026918,60000.0,61179.88074381347
121,0xb18e0723d9491e8a94eb0e16c6f61636c4e172a8,731.40556221,0,978.18026295,0,1709.58582516,266.72642804987754,1200.0,3176.3122532056686
122,0x17752c97b3c8a32e05a867825aa01b02b440ba94,36.63093027,0,0,0,36.63093027,0.1277969891853038,0.0,36.7587272546353
123,0x0e89e1587f2e35a0274aabb26426db9fd5e2acf9,0,0,0,0,0,0,0.0,0
124,0x9a2bce912887da55ed5bd6e09305be1c406fee11,55.88455506,15.27211184,40.95200826,0,112.10867516,442.6749475943476,1200.0,1754.7836227510193
125,0x1daeb4500d92f3057d0a91bdcb2549a6ce16ee64,36.63113624,0,0,0,36.63113624,51.94614389185967,0.0,88.57728013515967
126,0xb27b84ec10116d3a54e92fd2ef2c56abd33ecf70,4.77796438,0,109.85704468,0,114.63500906,142.28510357146365,37800.0,38056.92011262891
127,0x78cc6a6722a9b829f413b54907b391481fb79379,36.63145313,0,0,0,36.63145313,0.3339086896155059,0.0,36.96536182191551
128,0x0bab0a7a5c40a0362de355dd4313a834b9807882,6.65112595,0,4.8555419,0,11.50666785,0.7738201208538092,1200.0,1212.2804879718926
129,0x3c39c4727bd5b8466b67dd27af02b438a6787c7f,36.63189678,0,0,0,36.63189678,0.709573784930577,0.0,37.341470561830576
130,0x49992a1bd4c77973b490d8de2431ed9244ca2c8b,26.95434264,157.60771408,758.66509077,0,943.22714749,35.831572173281316,46200.0,47179.05871965912
131,0x53c7bb1663367e2c52e4b060eb39b4bebf19104b,29.61981494,0,1082.9432603,0,1112.56307524,0.12357594179532998,60000.0,61112.68665118406
132,0x92ee3db22f6c99017a37279de267b98c67e0b955,12.5232491,0,3626.39853421,0,3638.92178331,305.3931820193281,475800.0,479744.3149653297
133,0x3adc44278e4017748dbb9acf291985e19920fc6b,6.65042872,0,4.85503268,0,11.50546141,0.05697638662612344,1200.0,1211.5624377930853
134,0x392eba860c0160ff1b1851507b5f0b33fa6e709a,36.63229289,0,0,0,36.63229289,0.7354193106499401,0.0,37.367712198799936
135,0xf408e8dad6585e1580971d9a68c23e5f89cc2c80,1.51662545,0,0.55335294,0,2.06997838,0.5761617994059706,600.0,602.6461401817193
136,0x0f7c9d6742ae507eed7521be98b64867b3c273c3,30.84639864,55.88222196,78.93975029,0,165.66837088,575.58311281006,4200.0,4941.251483693903
137,0x42caa096fb074d866c3d2db895fbcf15d9527dd8,4.77764746,0,36.6173295,0,41.39497696,0.29165307968690474,12600.0,12641.686630035587
138,0xbdf2876902426481242b1f8677d0bd3d1dffb0e9,98.24940422,0,469.74505935,0,567.99446357,0.03919058144237859,7800.0,8368.033654151823
139,0x674230085eef04b1a2fed8788b0b203f40e8909b,1.58625299,0,10.99645129,0,12.58270428,0.5528923746405944,11400.0,11413.135596655633
140,0x37887a9ff2a2751abc6abae7b6bd1aad7e4f5d08,20.60785176,102.87456848,127.99176671,0,251.47418695,33.280483353292155,10200.0,10484.754670300641
141,0xb56aa44b786ac93311af531b165d34d78a45c063,25.70008188,0,1430.74263208,0,1456.44271395,20.990569950595646,45600.0,47077.43328390427
142,0x780e1567274794d7d2f9c552e397b4907424d3b5,164.32365135,0,799.00227307,0,963.32592442,0.40068790054748926,7800.0,8763.726612321925
143,0x4e36a93820be0ae20850fa0046f616004482fc22,365.70278111,537.55321762,0,0,903.25599873,205.90620667140163,0.0,1109.162205396778
144,0x3401a1301fd8e06fa450d6cd304a84dbff4aa0af,98.24902393,0,469.74322287,0,567.9922468,0.4519609156257376,7800.0,8368.444207717403
145,0x62bfefbecca222af39ae021232a4c089de7c640a,4.77736223,0,36.61514273,0,41.39250496,0.5813649088121677,12600.0,12641.973869866735
146,0xf0c868cb8a913316c2f8bd2ff931aff98da809f9,164.32323925,0,799.00016248,0,963.32340173,0.8053373429931342,7800.0,8764.128739069267
147,0x548f9585ad12a8f44d424072eafe73f58959f46b,1.51608668,0,0.55315634,0,2.06924302,0.334489161583647,600.0,602.403732181388
148,0x693ac0430879f4fb96ca8e8951927da8609337dd,4.77701362,0,34.86901906,0,39.64603267,0.8017914541045538,12000.0,12040.447824128316
149,0xfc378b93c7adabb97bcd813929730e17078aea1d,731.40556221,0,1467.27039442,0,2198.67595663,497.3842143360666,1800.0,4496.0601709646535
150,0xafc0041dfb2b93b291bfb049db39d162c38d69f7,1.51513592,0,0.5528094,0,2.06794532,0.28011546969272677,600.0,602.3480607909518
151,0x709e1be48db18e6a62a52b59652b2fe90c8e696c,15.4205059,0,0,0,15.4205059,3.720244402119937,0.0,19.140750300519937
152,0xbd139e9bac6c163018e0fff20cfe25849e584057,39.87506103,0,14.59074955,0,54.46581058,0.7748310348819306,600.0,655.2406416122612
153,0x6ef2a95e84e3ef7ce782ff6d93d7cda92796f1de,171.12892349,0,133.83807537,0,304.96699886,1708.991075115944,1200.0,3213.958073972006
154,0x5387cd8a2ce05f157bd9b50c0f041ddcbed11277,10.88035766,94.56351791,452.87615928,0,558.32003484,168.29693919825218,68400.0,69126.61697404324
155,0xf2119018593d78499c3e142db974309ae5dc18a7,164.32266865,0,798.99724012,0,963.31990876,0.583922246223595,7800.0,8763.903831010044
156,0xc654f86e6e684afbfc70bccfb47d018d07da40b6,7.80297533,63.1452304,2.8476381,0,73.79584382,0.843574687717387,1200.0,1274.6394185074023
157,0x55e3dd359e0c6ff2566e20d90f96b14ad7044872,731.40556221,0,2445.45065736,0,3176.85621957,767.6080767590388,3000.0,6944.464296333217
158,0x681842a061dbc2b2c8267daa831f95f15f5f8ac6,4.77647485,0,34.86508519,0,39.64156004,0.6366534510543573,12000.0,12040.27821348927
159,0x1cbbe815189e827cbb0245e6612b3a07c8f8d13c,171.12540477,0,133.83184306,0,304.95724782,1702.0195310762335,1200.0,3206.9767788978156
160,0xa8979f8f084a3abfbdac1b1be195623ade31d148,39.87458572,0,14.59057508,0,54.4651608,0.6686598210907588,600.0,655.1338206223003
161,0x234fcef2f6873ee9b050ae42dd70ba733cfe3561,1.51456546,0,0.55260124,0,2.0671667,0.605127101330187,600.0,602.6722938034621
162,0x39f15c9faba3c29310c86a41e9d7be731d6b9fa7,29.61870589,0,1082.90261106,0,1112.52131695,0.661652323384156,60000.0,61113.1829692739
163,0x082c059c81c2a0cad9191ff65604e2b4df50071e,9.42572046,0,68.82282221,0,78.24854267,0.41196644363882456,12000.0,12078.660509113643
164,0x135c3057b3d87a6be6537307fe5eac828abf3702,408.05192137,0,643.27532221,0,1051.32724359,691.9430090305638,1800.0,3543.2702526197545
165,0x9635dfa23b1169a62524903bfe70b62a0a9ae752,164.32219314,0,798.99480482,0,963.31699796,0.033969246416826394,7800.0,8763.350967208193
166,0xaca1425fd8a50df7652e909198d873b85f0358b5,39.87417378,0,14.59042388,0,54.46459766,0.5783375848708725,600.0,655.0429352467331
167,0x8865d730edd68ba177121bad25f50e04c9368f03,46.30479444,193.3186532,16.95216843,0,256.57561608,0.21011997922122783,600.0,856.7857360597486
168,0xd759ee4df028e446d5fc6fa7c1c4e3ab50b6b331,98.24873872,0,469.74184551,0,567.99058423,0.8544816420708298,7800.0,8368.845065867394
169,0x2b42b9b68c91c61be467ba7ca3dd2b1aeacd6439,1.51389992,0,0.55235839,0,2.06625831,0.21661894148132024,600.0,602.2828772546316
170,0x277508fe137446a99884b42be6eb4576c616b3c2,9.42540359,0,37.85127872,0,47.27668231,0.4742399505612677,6600.0,6647.750922263879
171,0xc583fe438561235a2ea72b6d5447915d5c3a487b,408.05318957,0,643.2780863,0,1051.33127588,694.7686862475514,1800.0,3546.0999621240667
172,0x839e7ae467d21aa72607a0eb6f59bd2e2df96634,6.63350514,0,33.89870794,0,40.53221308,0.5081605743793396,8400.0,8441.040373659263
173,0x08956cbea91e5227e32d651635b872ebfbbfeb26,48.64601808,17.33355591,17.81279157,0,83.79236556,3103.2002401004615,600.0,3786.9926056589634
174,0xa4a4cf05ff5247f8875de8b3b97a1621b72c038e,731.40556221,339.37989018,489.09013147,0,1559.87558386,1285.5718988369615,600.0,3445.447482699201
175,0xdfc9dfec7138eb4b158157fe42fc29b279095fb2,1.51339285,0,0.55217336,0,2.06556621,0.2667837143091384,600.0,602.3323499215686
176,0x3afe0f2682162e960ed969b98dfdc0bd552812b0,12.28464373,17.82579699,98.68675025,0,128.79719097,391.55491602792364,13200.0,13720.352106997358
177,0x47066aaaacacb97824964a31cff8a8f0b531efae,46.3034002,0,152.56490409,0,198.86830429,320.4816369987361,5400.0,5919.349941287939
178,0x97d79f866b151850c2bc83d784c21eb5e66cfc2d,98.23688647,0,469.68460847,0,567.92149494,0.35089921374441435,7800.0,8368.272394150916
179,0x16fbe9c79718f48ac9b81c8cbaf1563a75f56cb0,9.42508672,0,17.20454783,0,26.62963455,0.43611444162803076,3000.0,3027.0657489917794
180,0xe823fe9987f21c309f46f2b2c425a5b89a18b41f,3.90098059,0,25.62541076,0,29.52639135,0.8180640158383553,10800.0,10830.344455364924
181,0xf2db4ed9a192024e1d5196bd9850ad48157d51fa,408.05483823,0,428.85445322,0,836.90929145,880.589174986597,1200.0,2917.498466437012
182,0xf6c2df63a7728b135cd02b57bc547dacffe711e8,46.29921748,0,186.45130615,0,232.75052363,0.9983382663495097,6600.0,6833.748861898628
183,0x79d5b6512ec35dfcfc372608836132590da93afe,98.23365404,0,469.66899837,0,567.9026524,0.7040966235046212,7800.0,8368.606749027544
184,0xd726b2325101a679ada4b650f341cef6c02eb5fb,99.60027516,0,732.7222637,0,832.32253886,0.9940106231560324,12000.0,12833.316549481773
185,0x6d5d571f75ba24dd4ed8571a7d8161690bc96e49,101.02200606,0,185.82245517,0,286.84446123,2046.0204127601733,3000.0,5332.8648739880255
186,0x57cb1be304396be76268b348dfa14f28a76e2404,91.97510665,176.7651764,236.62988937,0,505.37017242,375.97847593724316,4200.0,5081.348648359554
187,0x209fa8105d7037f885ca5ffadb967854e36cfbf4,2.73471131,3.136448,6.98527202,0,12.85643132,731.1452418363565,4200.0,4944.0016731610895
188,0x6609a58e5638b4f6633b8337de7d75e3c495f0a3,25.42169131,0,9.29153169,0,34.713223,0.5546643227802526,600.0,635.2678873232086
189,0x58760aefaac563b19e56bb3a269d0f86b66ae218,3.89983967,0,25.6179135,0,29.51775318,0.6329093002133167,10800.0,10830.15066247765
190,0x7777acc544a94c887f0dcdfb7b952343f776ed43,46.29820349,0,101.69847642,0,147.99667991,334.0322440728411,3600.0,4082.0289239789886
191,0xfdf53194f614def925b90554ce11c887d4385304,98.23241811,0,469.6630298,0,567.89544791,0.3952713293415512,7800.0,8368.290719235418
192,0xf35920550ec82eb021e3aac9fa9c6a404c6c646b,164.31975223,0,798.98230362,0,963.30205584,0.3971099483804992,7800.0,8763.699165792996
